"action_type","combined_shot_type","lat","loc_x","loc_y","lon","minutes_remaining","period","playoffs","season","seconds_remaining","shot_distance","shot_made_flag","shot_type","shot_zone_area","shot_zone_basic","shot_zone_range","game_month","matchup","opponent"
"Jump Shot","Jump Shot",33.8713,98,173,-118.1718,9,2,0,"1999-00",57,19,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","2","Away","NJN"
"Jump Shot","Jump Shot",33.9183,1,126,-118.2688,9,2,0,"1999-00",24,12,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","2","Away","NJN"
"Jump Shot","Jump Shot",33.9123,91,132,-118.1788,2,2,0,"1999-00",4,16,"0","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","2","Away","NJN"
"Driving Layup Shot","Layup",34.0443,0,0,-118.2698,11,3,0,"1999-00",25,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Away","NJN"
"Jump Shot","Jump Shot",33.9793,-82,65,-118.3518,9,3,0,"1999-00",29,10,"0","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","2","Away","NJN"
"Driving Layup Shot","Layup",34.0443,0,0,-118.2698,7,3,0,"1999-00",31,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Away","NJN"
"Driving Layup Shot","Layup",34.0443,0,0,-118.2698,5,3,0,"1999-00",57,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Away","NJN"
"Slam Dunk Shot","Dunk",34.0443,0,0,-118.2698,4,3,0,"1999-00",43,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Away","NJN"
"Jump Shot","Jump Shot",34.0133,209,31,-118.0608,3,3,0,"1999-00",55,21,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","2","Away","NJN"
"Running Jump Shot","Jump Shot",33.8523,-6,192,-118.2758,0,3,0,"1999-00",5,19,"1","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","2","Away","NJN"
"Running Jump Shot","Jump Shot",33.9183,-141,126,-118.4108,5,4,0,"1999-00",56,18,"1","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","2","Away","NJN"
"Jump Shot","Jump Shot",33.8953,68,149,-118.2018,4,4,0,"1999-00",56,16,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","2","Away","NJN"
"Jump Shot","Jump Shot",33.7173,-141,327,-118.4108,3,4,0,"1999-00",11,35,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","2","Away","NJN"
"Driving Layup Shot","Layup",34.0443,0,0,-118.2698,1,4,0,"1999-00",33,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Away","NJN"
"Dunk Shot","Dunk",34.0443,0,0,-118.2698,1,4,0,"1999-00",28,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Away","NJN"
"Jump Shot","Jump Shot",33.9083,-96,136,-118.3658,9,1,0,"1999-00",45,16,"1","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","2","Away","CLE"
"Jump Shot","Jump Shot",34.0043,48,40,-118.2218,8,1,0,"1999-00",58,6,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","2","Away","CLE"
"Jump Shot","Jump Shot",33.8503,5,194,-118.2648,8,1,0,"1999-00",6,19,"0","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","2","Away","CLE"
"Jump Shot","Jump Shot",34.0083,231,36,-118.0388,7,1,0,"1999-00",7,23,"0","3PT Field Goal","Right Side(R)","Right Corner 3","24+ ft.","2","Away","CLE"
"Running Jump Shot","Jump Shot",34.0193,33,25,-118.2368,5,1,0,"1999-00",12,4,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","2","Away","CLE"
"Jump Shot","Jump Shot",33.7723,33,272,-118.2368,2,1,0,"1999-00",21,27,"0","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","2","Away","CLE"
"Jump Shot","Jump Shot",33.9813,-23,63,-118.2928,1,1,0,"1999-00",29,6,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","2","Away","CLE"
"Layup Shot","Layup",34.0323,12,12,-118.2578,0,1,0,"1999-00",27,1,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Away","CLE"
"Jump Shot","Jump Shot",33.8903,-81,154,-118.3508,9,2,0,"1999-00",5,17,"1","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","2","Away","CLE"
"Slam Dunk Shot","Dunk",34.0393,5,5,-118.2648,7,2,0,"1999-00",11,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Away","CLE"
"Jump Shot","Jump Shot",33.9813,-126,63,-118.3958,3,2,0,"1999-00",43,14,"1","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","2","Away","CLE"
"Jump Shot","Jump Shot",33.9403,186,104,-118.0838,3,2,0,"1999-00",8,21,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","2","Away","CLE"
"Driving Layup Shot","Layup",34.0343,27,10,-118.2428,1,2,0,"1999-00",51,2,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Away","CLE"
"Jump Shot","Jump Shot",33.8843,-104,160,-118.3738,1,2,0,"1999-00",18,19,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","2","Away","CLE"
"Jump Shot","Jump Shot",34.0153,27,29,-118.2428,0,2,0,"1999-00",2,3,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Away","CLE"
"Driving Layup Shot","Layup",34.0473,18,-3,-118.2518,7,3,0,"1999-00",59,1,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Away","CLE"
"Slam Dunk Shot","Dunk",34.0433,12,1,-118.2578,6,3,0,"1999-00",35,1,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Away","CLE"
"Jump Shot","Jump Shot",33.8843,-74,160,-118.3438,4,3,0,"1999-00",23,17,"1","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","2","Away","CLE"
"Jump Shot","Jump Shot",33.8053,33,239,-118.2368,1,3,0,"1999-00",30,24,"1","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","2","Away","CLE"
"Driving Layup Shot","Layup",34.0443,0,0,-118.2698,9,1,0,"1999-00",22,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Home","BOS"
"Jump Shot","Jump Shot",33.9443,147,100,-118.1228,8,1,0,"1999-00",2,17,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","2","Home","BOS"
"Driving Layup Shot","Layup",34.0443,0,0,-118.2698,5,1,0,"1999-00",54,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Home","BOS"
"Jump Shot","Jump Shot",34.0063,102,38,-118.1678,1,1,0,"1999-00",17,10,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","2","Home","BOS"
"Jump Shot","Jump Shot",34.0443,132,0,-118.1378,0,2,0,"1999-00",24,13,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","2","Home","BOS"
"Jump Shot","Jump Shot",34.0673,117,-23,-118.1528,10,3,0,"1999-00",50,11,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","2","Home","BOS"
"Slam Dunk Shot","Dunk",34.0443,0,0,-118.2698,9,3,0,"1999-00",42,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Home","BOS"
"Slam Dunk Shot","Dunk",34.0443,0,0,-118.2698,9,3,0,"1999-00",12,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Home","BOS"
"Layup Shot","Layup",34.0443,0,0,-118.2698,7,3,0,"1999-00",33,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Home","BOS"
"Jump Shot","Jump Shot",33.8503,-40,194,-118.3098,11,4,0,"1999-00",43,19,"1","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","2","Home","BOS"
"Jump Shot","Jump Shot",34.0233,-96,21,-118.3658,8,4,0,"1999-00",24,9,"0","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","2","Home","BOS"
"Slam Dunk Shot","Dunk",34.0443,0,0,-118.2698,6,4,0,"1999-00",36,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Home","BOS"
"Slam Dunk Shot","Dunk",34.0443,0,0,-118.2698,10,1,0,"1999-00",56,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Home","HOU"
"Jump Shot","Jump Shot",33.7903,59,254,-118.2108,9,1,0,"1999-00",53,26,"1","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","2","Home","HOU"
"Jump Shot","Jump Shot",34.0003,-74,44,-118.3438,9,1,0,"1999-00",14,8,"0","2PT Field Goal","Left Side(L)","In The Paint (Non-RA)","8-16 ft.","2","Home","HOU"
"Driving Layup Shot","Layup",34.0443,0,0,-118.2698,6,1,0,"1999-00",30,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Home","HOU"
"Jump Shot","Jump Shot",33.8563,46,188,-118.2238,3,1,0,"1999-00",53,19,"1","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","2","Home","HOU"
"Jump Shot","Jump Shot",34.0173,154,27,-118.1158,2,1,0,"1999-00",39,15,"1","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","2","Home","HOU"
"Driving Layup Shot","Layup",34.0443,0,0,-118.2698,2,1,0,"1999-00",10,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Home","HOU"
"Jump Shot","Jump Shot",33.9013,89,143,-118.1808,1,1,0,"1999-00",15,16,"0","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","2","Home","HOU"
"Jump Shot","Jump Shot",33.9513,-18,93,-118.2878,6,2,0,"1999-00",26,9,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","2","Home","HOU"
"Jump Shot","Jump Shot",33.7773,-12,267,-118.2818,4,2,0,"1999-00",5,26,"0","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","2","Home","HOU"
"Jump Shot","Jump Shot",33.8153,-119,229,-118.3888,2,2,0,"1999-00",10,25,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","2","Home","HOU"
"Driving Layup Shot","Layup",34.0443,0,0,-118.2698,10,3,0,"1999-00",12,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Home","HOU"
"Driving Layup Shot","Layup",34.0443,0,0,-118.2698,5,3,0,"1999-00",57,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Home","HOU"
"Running Jump Shot","Jump Shot",33.9683,-31,76,-118.3008,3,4,0,"1999-00",39,8,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","2","Home","HOU"
"Jump Shot","Jump Shot",34.0443,162,0,-118.1078,2,4,0,"1999-00",41,16,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","2","Home","HOU"
"Driving Layup Shot","Layup",34.0443,0,0,-118.2698,9,1,0,"1999-00",50,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Away","POR"
"Layup Shot","Layup",34.0443,0,0,-118.2698,6,2,0,"1999-00",36,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Away","POR"
"Jump Shot","Jump Shot",33.7853,12,259,-118.2578,0,2,0,"1999-00",12,25,"0","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","2","Away","POR"
"Jump Shot","Jump Shot",34.0583,-173,-14,-118.4428,9,3,0,"1999-00",22,17,"1","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","2","Away","POR"
"Jump Shot","Jump Shot",34.0623,93,-18,-118.1768,2,3,0,"1999-00",46,9,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","2","Away","POR"
"Jump Shot","Jump Shot",33.8483,100,196,-118.1698,2,3,0,"1999-00",11,22,"0","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","2","Away","POR"
"Dunk Shot","Dunk",34.0443,0,0,-118.2698,1,3,0,"1999-00",25,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Away","POR"
"Dunk Shot","Dunk",34.0443,0,0,-118.2698,6,4,0,"1999-00",19,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Away","POR"
"Driving Layup Shot","Layup",34.0443,0,0,-118.2698,5,4,0,"1999-00",26,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Away","POR"
"Running Jump Shot","Jump Shot",33.9963,63,48,-118.2068,1,4,0,"1999-00",6,7,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","2","Away","POR"
"Jump Shot","Jump Shot",33.9723,-164,72,-118.4338,11,1,0,"1999-00",32,17,"1","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","3","Home","VAN"
"Jump Shot","Jump Shot",33.8433,-48,201,-118.3178,10,1,0,"1999-00",54,20,"0","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","3","Home","VAN"
"Jump Shot","Jump Shot",34.0233,-119,21,-118.3888,9,1,0,"1999-00",55,12,"0","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","3","Home","VAN"
"Driving Layup Shot","Layup",34.0443,0,0,-118.2698,8,1,0,"1999-00",1,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","3","Home","VAN"
"Jump Shot","Jump Shot",33.9893,8,55,-118.2618,3,1,0,"1999-00",12,5,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","3","Home","VAN"
"Slam Dunk Shot","Dunk",34.0443,0,0,-118.2698,3,1,0,"1999-00",8,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","3","Home","VAN"
"Jump Shot","Jump Shot",34.0063,78,38,-118.1918,0,1,0,"1999-00",37,8,"0","2PT Field Goal","Right Side(R)","In The Paint (Non-RA)","8-16 ft.","3","Home","VAN"
"Jump Shot","Jump Shot",33.9553,-134,89,-118.4038,3,2,0,"1999-00",16,16,"0","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","3","Home","VAN"
"Running Jump Shot","Jump Shot",33.9833,93,61,-118.1768,2,2,0,"1999-00",25,11,"1","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","3","Home","VAN"
"Running Jump Shot","Jump Shot",34.0283,93,16,-118.1768,0,2,0,"1999-00",0,9,"1","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","3","Home","VAN"
"Jump Shot","Jump Shot",33.8823,-113,162,-118.3828,9,3,0,"1999-00",27,19,"1","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","3","Home","VAN"
"Jump Shot","Jump Shot",33.8113,108,233,-118.1618,4,3,0,"1999-00",37,25,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","3","Home","VAN"
"Jump Shot","Jump Shot",33.8003,20,244,-118.2498,0,3,0,"1999-00",40,24,"1","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","3","Home","VAN"
"Jump Shot","Jump Shot",33.8503,149,194,-118.1208,0,3,0,"1999-00",8,24,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","3","Home","VAN"
"Jump Shot","Jump Shot",34.0473,-51,-3,-118.3208,0,3,0,"1999-00",0,5,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","3","Home","VAN"
"Driving Layup Shot","Layup",34.0443,0,0,-118.2698,11,4,0,"1999-00",15,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","3","Home","VAN"
"Jump Shot","Jump Shot",34.0603,-91,-16,-118.3608,2,4,0,"1999-00",47,9,"0","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","3","Home","VAN"
"Jump Shot","Jump Shot",34.0713,158,-27,-118.1118,1,4,0,"1999-00",24,16,"1","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","3","Home","VAN"
"Slam Dunk Shot","Dunk",34.0443,0,0,-118.2698,0,4,0,"1999-00",18,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","3","Home","VAN"
"Jump Shot","Jump Shot",34.0603,100,-16,-118.1698,10,1,0,"1999-00",53,10,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","3","Home","IND"
"Running Jump Shot","Jump Shot",33.9783,1,66,-118.2688,9,1,0,"1999-00",51,6,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","3","Home","IND"
"Running Jump Shot","Jump Shot",34.0443,78,0,-118.1918,7,1,0,"1999-00",53,7,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","3","Home","IND"
"Driving Layup Shot","Layup",34.0443,0,0,-118.2698,0,1,0,"1999-00",42,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","3","Home","IND"
"Running Jump Shot","Jump Shot",34.0283,-91,16,-118.3608,0,1,0,"1999-00",12,9,"1","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","3","Home","IND"
"Jump Shot","Jump Shot",33.9293,186,115,-118.0838,10,2,0,"1999-00",12,21,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","3","Home","IND"
"Slam Dunk Shot","Dunk",34.0443,0,0,-118.2698,3,2,0,"1999-00",51,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","3","Home","IND"
"Jump Shot","Jump Shot",33.9053,115,139,-118.1548,11,3,0,"1999-00",14,18,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","3","Home","IND"
"Jump Shot","Jump Shot",33.9123,78,132,-118.1918,0,3,0,"1999-00",56,15,"0","2PT Field Goal","Right Side(R)","In The Paint (Non-RA)","8-16 ft.","3","Home","IND"
"Jump Shot","Jump Shot",33.9553,5,89,-118.2648,6,4,0,"1999-00",59,8,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","3","Home","IND"
"Jump Shot","Jump Shot",33.7943,8,250,-118.2618,3,4,0,"1999-00",18,25,"1","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","3","Home","IND"
"Jump Shot","Jump Shot",33.8353,-164,209,-118.4338,2,4,0,"1999-00",14,26,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","3","Home","IND"
"Layup Shot","Layup",34.0443,0,0,-118.2698,1,4,0,"1999-00",49,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","3","Home","IND"
"Jump Shot","Jump Shot",33.9233,78,121,-118.1918,11,1,0,"1999-00",43,14,"1","2PT Field Goal","Right Side(R)","In The Paint (Non-RA)","8-16 ft.","3","Home","MIA"
"Jump Shot","Jump Shot",33.7833,-12,261,-118.2818,9,1,0,"1999-00",12,26,"1","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","3","Home","MIA"
"Jump Shot","Jump Shot",33.9613,14,83,-118.2558,10,2,0,"1999-00",48,8,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","3","Home","MIA"
"Jump Shot","Jump Shot",33.8393,-85,205,-118.3548,8,2,0,"1999-00",55,22,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","3","Home","MIA"
"Jump Shot","Jump Shot",34.0443,149,0,-118.1208,3,2,0,"1999-00",56,14,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","3","Home","MIA"
"Jump Shot","Jump Shot",33.9553,14,89,-118.2558,0,2,0,"1999-00",29,9,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","3","Home","MIA"
"Jump Shot","Jump Shot",33.7943,100,250,-118.1698,0,2,0,"1999-00",5,26,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","3","Home","MIA"
"Running Jump Shot","Jump Shot",33.9683,-27,76,-118.2968,5,4,0,"1999-00",6,8,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","3","Home","MIA"
"Jump Shot","Jump Shot",33.8783,-6,166,-118.2758,2,4,0,"1999-00",9,16,"1","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","3","Home","MIA"
"Jump Shot","Jump Shot",33.8153,130,229,-118.1398,0,4,0,"1999-00",35,26,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","3","Home","MIA"
"Driving Layup Shot","Layup",34.0443,0,0,-118.2698,9,1,0,"1999-00",1,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","3","Away","LAC"
"Slam Dunk Shot","Dunk",34.0443,0,0,-118.2698,6,1,0,"1999-00",34,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","3","Away","LAC"
"Layup Shot","Layup",34.0443,0,0,-118.2698,9,2,0,"1999-00",29,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","3","Away","LAC"
"Jump Shot","Jump Shot",33.8413,46,203,-118.2238,7,2,0,"1999-00",23,20,"1","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","3","Away","LAC"
"Jump Shot","Jump Shot",33.9933,96,51,-118.1738,6,2,0,"1999-00",45,10,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","3","Away","LAC"
"Running Jump Shot","Jump Shot",34.0043,-31,40,-118.3008,0,2,0,"1999-00",7,5,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","3","Away","LAC"
"Jump Shot","Jump Shot",33.7853,-31,259,-118.3008,11,3,0,"1999-00",10,26,"0","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","3","Away","LAC"
"Hook Shot","Hook Shot",34.0113,-31,33,-118.3008,9,3,0,"1999-00",41,4,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","3","Away","LAC"
"Driving Dunk Shot","Dunk",34.0443,0,0,-118.2698,9,3,0,"1999-00",14,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","3","Away","LAC"
"Jump Shot","Jump Shot",33.7683,59,276,-118.2108,6,3,0,"1999-00",5,28,"1","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","3","Away","LAC"
"Jump Shot","Jump Shot",33.8993,-89,145,-118.3588,9,4,0,"1999-00",7,17,"1","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","3","Away","LAC"
"Slam Dunk Shot","Dunk",34.0443,0,0,-118.2698,3,4,0,"1999-00",7,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","3","Away","LAC"
"Driving Layup Shot","Layup",34.0443,0,0,-118.2698,11,1,0,"1999-00",41,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","3","Away","GSW"
"Driving Layup Shot","Layup",34.0443,0,0,-118.2698,8,1,0,"1999-00",41,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","3","Away","GSW"
"Jump Shot","Jump Shot",34.0473,242,-3,-118.0278,6,1,0,"1999-00",47,24,"1","3PT Field Goal","Right Side(R)","Right Corner 3","24+ ft.","3","Away","GSW"
"Jump Shot","Jump Shot",33.9853,29,59,-118.2408,4,1,0,"1999-00",12,6,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","3","Away","GSW"
"Layup Shot","Layup",34.0283,16,16,-118.2538,2,1,0,"1999-00",59,2,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","3","Away","GSW"
"Layup Shot","Layup",34.0443,0,0,-118.2698,0,1,0,"1999-00",21,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","3","Away","GSW"
"Jump Shot","Jump Shot",34.0133,29,31,-118.2408,11,2,0,"1999-00",0,4,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","3","Away","GSW"
"Slam Dunk Shot","Dunk",34.0443,0,0,-118.2698,10,2,0,"1999-00",6,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","3","Away","GSW"
"Jump Shot","Jump Shot",33.9853,29,59,-118.2408,4,2,0,"1999-00",6,6,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","3","Away","GSW"
"Jump Shot","Jump Shot",34.0193,35,25,-118.2348,3,2,0,"1999-00",33,4,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","3","Away","GSW"
"Jump Shot","Jump Shot",34.0543,162,-10,-118.1078,1,2,0,"1999-00",52,16,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","3","Away","GSW"
"Jump Shot","Jump Shot",33.8323,138,212,-118.1318,0,2,0,"1999-00",27,25,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","3","Away","GSW"
"Driving Layup Shot","Layup",34.0443,0,0,-118.2698,9,3,0,"1999-00",42,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","3","Away","GSW"
"Layup Shot","Layup",34.0443,0,0,-118.2698,8,3,0,"1999-00",54,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","3","Away","GSW"
"Slam Dunk Shot","Dunk",34.0443,0,0,-118.2698,7,3,0,"1999-00",12,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","3","Away","GSW"
"Jump Shot","Jump Shot",33.8203,108,224,-118.1618,5,3,0,"1999-00",47,24,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","3","Away","GSW"
"Jump Shot","Jump Shot",33.7853,8,259,-118.2618,4,3,0,"1999-00",11,25,"0","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","3","Away","GSW"
"Jump Shot","Jump Shot",33.9203,-42,124,-118.3118,7,4,0,"1999-00",23,13,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","3","Away","GSW"
